Transaction ID,Transaction_Date,Product ID,Product Position,Promotion,Product Category,Seasonal,brand,url,sku,name,description,price,currency,terms,section,Quantity,Sold Price per Unit,Total Amount,Manufactured Qty,Actual Selling Price
324,10/27/2023,145289,End-cap,No,Clothing,No,Zara,https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html,311292073-709-2,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,109,EUR,jackets,MAN,3,50,150,8,60
325,9/2/2023,173576,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/-p04310461.html,336378923-700-2,,,129,EUR,jackets,MAN,2,25,50,7,35
326,9/15/2023,175059,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html,311292572-401-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,EUR,jackets,MAN,3,25,75,8,35
327,9/29/2023,199368,Front of Store,No,Clothing,Yes,Zara,https://www.zara.com/us/en/wool-blend-jacket-p05854654.html,336821611-706-2,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,139,SEK,jackets,MAN,3,50,150,8,60
328,3/22/2023,162883,Front of Store,Yes,Clothing,No,Zara,https://www.zara.com/us/en/technical-padded-jacket-p06518501.html,311307584-518-2,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,139,SEK,jackets,MAN,2,50,100,7,60
329,1/30/2023,135490,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/mixed-collar-waxed-jacket-p06861405.html,321151893-609-2,MIXED COLLAR WAXED JACKET,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,139,SEK,jackets,MAN,4,25,100,9,35
330,9/18/2023,125408,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p03833401.html,311297509-800-2,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,89.9,SEK,jackets,MAN,4,50,200,9,60
331,2/11/2023,134763,Front of Store,No,Clothing,Yes,Zara,https://www.zara.com/us/en/padded-bomber-jacket-p03918620.html,315947178-800-2,PADDED BOMBER JACKET,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,89.9,SEK,jackets,MAN,3,30,90,8,40
332,4/6/2023,143231,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/technical-padded-jacket-p03833311.html,311297745-800-2,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,89.9,SEK,jackets,MAN,4,300,1200,9,310
333,2/5/2023,125409,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/pocket-denim-jacket-p00840482.html,330290360-427-3,POCKET DENIM JACKET,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,89.9,SEK,jackets,MAN,4,300,1200,9,310
334,11/1/2023,183074,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/boxy-fit-denim-jacket-p00840402.html,320449897-427-2,BOXY FIT DENIM JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.,89.9,SEK,jackets,MAN,3,300,900,8,310
335,2/4/2023,147947,Aisle,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/faux-shearling-plaid-jacket-p00993305.html,311297724-700-97,FAUX SHEARLING PLAID JACKET,Jacket made of faux shearling fabric. V-neckline and long sleeves with elastic cuffs. Lined interior with structured mesh fabric. Welt pockets at hip. Adjustable hem with side elastics. Front snap button closure.,89.9,SEK,jackets,MAN,4,30,120,9,30
336,12/12/2023,174171,Front of Store,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/embroidered-forest-jacket-p02795407.html,328332050-700-97,EMBROIDERED FOREST JACKET,Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.,89.9,SEK,jackets,MAN,3,50,150,8,50
337,5/1/2023,183064,Front of Store,Yes,Clothing,No,Zara,https://www.zara.com/us/en/pocket-overshirt-p05070605.html,311282469-505-2,POCKET OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,89.9,SEK,jackets,MAN,1,500,500,6,500
338,7/26/2023,177131,Aisle,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/boucle-textured-vest-p01437303.html,319502128-515-2,BOUCLE TEXTURED VEST,Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.,69.9,SEK,jackets,MAN,2,50,100,7,50
339,3/3/2023,128179,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/color-block-puffer-jacket-p08281365.html,311287226-472-2,COLOR BLOCK PUFFER JACKET,Jacket made of technical fabric with padded interior. High collar and long sleeves with elastic cuffs. Front pockets with hidden zip closure. Elastic hem. Front zip closure.,89.9,SEK,jackets,MAN,2,25,50,7,25
340,10/19/2023,152723,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/longline-quilted-jacket-p05071688.html,316683359-818-2,LONGLINE QUILTED JACKET,Parka made of technical fabric with padded interior. High collar with removable hood. Long sleeves with interior elastic cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Adjustable interior waistband with drawstring. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,169,SEK,jackets,MAN,4,300,1200,9,300
341,5/7/2023,123824,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/wool-blend-suit-jacket-p04156504.html,322901350-800-46,WOOL BLEND SUIT JACKET,Straight fit jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Central vent at back hem. Front button closure.,169,SEK,jackets,MAN,4,50,200,9,50
342,10/24/2023,166345,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/hooded-knit-cardigan-p02621407.html,322929313-802-97,HOODED KNIT CARDIGAN,Cotton knit jacket. Hooded collar and long sleeves. Rib trim. Front pouch pockets. Rib trim. Front zip closure.,69.9,KRW,jackets,MAN,4,500,2000,9,500
343,11/1/2023,199279,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p01538301.html,267186163-643-2,HOODED TECHNICAL JACKET,Jacket made of technical fabric with brushed interior. High collar with adjustable hood. Long sleeves with cuffs and adhesive straps. Zip pockets at chest and hip. Front zip closure.,19.99,KRW,jackets,MAN,2,25,50,7,25
344,1/21/2023,167981,End-cap,No,Clothing,No,Zara,https://www.zara.com/us/en/houndstooth-suit-jacket-p04285498.html,329706743-401-46,HOUNDSTOOTH SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,139,KRW,jackets,MAN,1,30,30,6,30
345,11/14/2023,146839,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/bomber-jacket-p05344402.html,321496813-710-2,BOMBER JACKET,Jacket with padded interior. Rib elastic collar and long sleeves. Flap pockets at hip and interior pocket. Rib trim. Front zip closure.,109,KRW,jackets,MAN,1,30,30,6,30
346,2/11/2023,187180,Front of Store,No,Clothing,Yes,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p00155502.html,312596416-800-2,HOODED TECHNICAL JACKET,Cropped jacket made of technical fabric. Hooded high collar and long sleeves with adjustable snap button cuffs. Front patch pockets with flaps at hips. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,109,KRW,jackets,MAN,2,500,1000,7,500
347,8/3/2023,167640,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p08281355.html,311287132-251-2,HOODED TECHNICAL JACKET,Jacket made of technical fabric. High collar with adjustable drawstring hood. Long sleeves with rib cuffs. Chest welt pocket and hip patch pockets. Interior pocket. Adjustable hem with elastics at sides. Front zip hidden by a snap button flap.,109,KRW,jackets,MAN,1,25,25,6,25
348,12/3/2023,165158,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/washed-effect-bomber-jacket-p08281307.html,323675323-700-2,WASHED EFFECT BOMBER JACKET,Jacket made of technical fabric. Lapel collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Washed effect. Elasticized trim. Front zip hidden by a snap button flap.,109,KRW,jackets,MAN,2,300,600,7,300
349,10/26/2023,111521,Front of Store,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/washed-technical-jacket-p04695300.html,323672371-507-2,WASHED TECHNICAL JACKET,Jacket made of technical fabric. High collar and long sleeves with adjustable cuffs with snap button straps. Flap patch pockets at hip. Adjustable drawstring hem. Washed effect. Front zip hidden by a snap button flap.,99.9,KRW,jackets,MAN,1,50,50,6,50
350,10/17/2023,120228,End-cap,No,Clothing,No,Zara,https://www.zara.com/us/en/100-feather-fill-puffer-jacket-p00155480.html,327116625-505-2,100% FEATHER FILL PUFFER JACKET,Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.,89.9,KRW,jackets,MAN,3,25,75,8,25
351,9/25/2023,133078,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/padded-bomber-jacket-p03918400.html,311302424-409-2,PADDED BOMBER JACKET,Jacket made of technical fabric with lightly padded interior. Rib elastic collar and long sleeves. Zip pockets at hip. Elastic hem. Front zip closure.,69.9,KRW,jackets,MAN,3,30,90,8,30
352,6/11/2023,137598,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/pocket-jacket-p04297266.html,329158644-605-2,POCKET JACKET,Regular fit jacket with lapel collar and long sleeves. Patch pockets at chest and hip. Front button closure.,139,KRW,jackets,MAN,2,500,1000,7,500
353,5/14/2023,138779,Front of Store,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/slim-fit-suit-jacket-p04239493.html,329300083-705-48,SLIM FIT SUIT JACKET,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,139,KRW,jackets,MAN,1,500,500,6,500
354,4/15/2023,198329,Front of Store,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/mixed-collar-jacket-p03046507.html,323212374-510-2,MIXED COLLAR JACKET,Jacket made of technical fabric with lightly padded interior. Rib high collar. Long sleeves with elastic cuffs. Patch pockets at hip. Front zip closure.,109,KRW,jackets,MAN,4,50,200,9,50
355,12/9/2023,110295,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/hooded-denim-jacket-p01538428.html,322547863-811-2,HOODED DENIM JACKET,Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.,129,KRW,jackets,MAN,1,500,500,6,500
356,6/10/2023,196427,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/waxed-effect-plaid-jacket-p04272302.html,320600266-745-2,WAXED EFFECT PLAID JACKET,Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.,169,KRW,jackets,MAN,3,500,1500,8,500
357,5/3/2023,110075,Front of Store,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/wool-blend-felt-texture-jacket-p04160752.html,320771732-800-2,WOOL BLEND FELT TEXTURE JACKET,Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.,159,USD,jackets,MAN,3,25,75,8,25
358,5/16/2023,132322,Front of Store,Yes,Clothing,No,Zara,https://www.zara.com/us/en/printed-denim-overshirt-p02553808.html,289179723-020-2,PRINTED DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and short sleeves. Front snap button closure.,12.99,USD,jackets,MAN,1,300,300,6,300
359,7/22/2023,199631,Front of Store,Yes,Clothing,No,Zara,https://www.zara.com/us/en/structured-twill-overshirt-p06861430.html,327747299-800-2,STRUCTURED TWILL OVERSHIRT,Regular fit overshirt made of 22% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Side vents at hem. Front button closure.,89.9,USD,jackets,MAN,1,50,50,6,50
360,3/9/2023,182306,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/cotton-overshirt-p09621103.html,317782501-701-2,COTTON OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and side hip pockets. Front button closure.,89.9,USD,jackets,MAN,4,25,100,9,25
361,12/10/2023,194915,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/reversible-plaid-overshirt-p09621301.html,311282298-099-2,REVERSIBLE PLAID OVERSHIRT,Relaxed fit reversible overshirt. Italian collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,79.9,USD,jackets,MAN,4,300,1200,9,300
362,11/27/2023,131298,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/plaid-overshirt-p01300100.html,322612356-505-2,PLAID OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect. Front button closure.,69.9,USD,jackets,MAN,1,25,25,6,25
363,6/3/2023,168571,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/pocket-overshirt-p00706621.html,311282631-712-2,POCKET OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with adjustable button cuffs. Welt pockets at hip. Front zip hidden by a snap button flap.,89.9,USD,jackets,MAN,1,25,25,6,25
364,8/23/2023,154224,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/100-linen-overshirt-p04224708.html,329282612-401-2,100% LINEN OVERSHIRT,Relaxed fit overshirt made of linen fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,89.9,USD,jackets,MAN,1,500,500,6,500
365,6/11/2023,171061,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/plaid-overshirt-p08281303.html,320026789-714-2,PLAID OVERSHIRT,Relaxed fit overshirt made of viscose blend fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,jackets,MAN,1,300,300,6,300
366,2/7/2023,119049,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/pocket-denim-overshirt-p01472403.html,323216360-406-2,POCKET DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Washed effect. Front button closure.,89.9,USD,jackets,MAN,2,50,100,7,50
367,1/5/2023,158781,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/faux-suede-overshirt-p03715303.html,318209963-800-2,FAUX SUEDE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves. Chest patch pocket. Front snap button closure.,69.9,USD,jackets,MAN,1,50,50,6,50
368,8/23/2023,151438,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/plaid-overshirt-p00794432.html,316727555-700-2,PLAID OVERSHIRT,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Front zip closure.,69.9,USD,jackets,MAN,4,300,1200,9,300
369,11/15/2023,152871,End-cap,No,Clothing,Yes,Zara,https://www.zara.com/us/en/textured-pocket-overshirt-p01934436.html,312571093-710-2,TEXTURED POCKET OVERSHIRT,Overshirt made of diagonal textured cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,69.9,USD,jackets,MAN,3,500,1500,8,500
370,10/16/2023,126806,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/pocket-overshirt-p04466468.html,330290387-401-2,POCKET OVERSHIRT,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,109,USD,jackets,MAN,2,30,60,7,30
371,2/21/2023,134104,End-cap,No,Clothing,Yes,Zara,https://www.zara.com/us/en/overshirt-p00706623.html,313027279-800-2,OVERSHIRT,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,jackets,MAN,1,25,25,6,25
372,2/7/2023,120266,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/plaid-overshirt-p04266381.html,320671529-802-2,PLAID OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,59.9,USD,jackets,MAN,3,500,1500,8,500
373,10/3/2023,173550,End-cap,No,Clothing,Yes,Zara,https://www.zara.com/us/en/pocket-overshirt-p05070314.html,323646471-802-2,POCKET OVERSHIRT,Overshirt with lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,jackets,MAN,2,300,600,7,300
